year,finanzas__us_ltrate,finanzas__us_strate,finanzas__us_policy_rate,finanzas__us_infl,finanzas__us_real_ltrate,finanzas__us_real_strate,finanzas__us_reer,finanzas__us_debt_gdp,finanzas__share_bank_onset,finanzas__share_bank_onset_gdpw,finanzas__share_currency_onset,finanzas__share_currency_onset_gdpw,finanzas__share_sovdebt_onset,finanzas__share_sovdebt_onset_gdpw,finanzas__share_bank_active_lv,finanzas__share_bank_active_lv_gdpw,finanzas__world_debt_gdp_gdpw,finanzas__world_debt_gdp_median,finanzas__world_r_minus_g_median,finanzas__world_r_minus_g_eff_median,finanzas__n_countries_debt,finanzas__usd_index_major,finanzas__usd_index_broad,recursos__petroleo_precio_nominal_usd_bbl,recursos__deflactor_eeuu_2019,recursos__petroleo_precio_real_usd2019_bbl,recursos__jacks_beef,recursos__jacks_hides,recursos__jacks_lamb,recursos__jacks_pork,recursos__jacks_coal,recursos__jacks_natural_gas,recursos__jacks_petroleum,recursos__jacks_barley,recursos__jacks_corn,recursos__jacks_rice,recursos__jacks_rye,recursos__jacks_wheat,recursos__jacks_aluminum,recursos__jacks_chromium,recursos__jacks_copper,recursos__jacks_lead,recursos__jacks_manganese,recursos__jacks_nickel,recursos__jacks_steel,recursos__jacks_tin,recursos__jacks_zinc,recursos__jacks_bauxite,recursos__jacks_iron_ore,recursos__jacks_phosphate,recursos__jacks_potash,recursos__jacks_sulfur,recursos__jacks_gold,recursos__jacks_platinum,recursos__jacks_silver,recursos__jacks_cocoa,recursos__jacks_coffee,recursos__jacks_cotton,recursos__jacks_cottonseed,recursos__jacks_palm_oil,recursos__jacks_peanuts,recursos__jacks_rubber,recursos__jacks_saw_logs,recursos__jacks_soybeans,recursos__jacks_sugar,recursos__jacks_tea,recursos__jacks_tobacco,recursos__jacks_wool,recursos__jacks_indice_vp1975,recursos__jacks_indice_vp2019,recursos__jacks_indice_igual,recursos__jacks_sub_cultivados,recursos__jacks_sub_subsuelo,recursos__jacks_sub_subsuelo_sin_energia,recursos__gycpi_nominal,recursos__gycpi_metales_nominal,recursos__muv_g5,recursos__gycpi_real,recursos__gycpi_metales_real,recursos__cmo_petroleo_real2010,recursos__cmo_carbon_aus_real2010,recursos__cmo_gas_eeuu_real2010,recursos__cmo_gas_europa_real2010,recursos__cmo_cobre_real2010,recursos__cmo_hierro_real2010,recursos__cmo_aluminio_real2010,recursos__cmo_oro_real2010,recursos__cmo_estano_real2010,recursos__cmo_niquel_real2010,recursos__cmo_zinc_real2010,recursos__usgs_prod_mundial_aluminio_t,recursos__usgs_prod_mundial_bauxita_t,recursos__usgs_prod_mundial_cobre_t,recursos__usgs_prod_mundial_oro_t,recursos__usgs_prod_mundial_hierro_t,recursos__usgs_prod_mundial_plomo_t,recursos__usgs_prod_mundial_niquel_t,recursos__usgs_prod_mundial_fosfato_t,recursos__usgs_prod_mundial_plata_t,recursos__usgs_prod_mundial_estano_t,recursos__usgs_prod_mundial_zinc_t,recursos__mundo_oil_prod_twh,recursos__mundo_oil_cum_twh,recursos__mundo_gas_prod_twh,recursos__mundo_gas_cum_twh,recursos__mundo_coal_prod_twh,recursos__mundo_coal_cum_twh,recursos__mundo_gigantes_n,recursos__mundo_gigantes_eur_mbep,recursos__mundo_gigantes_eur_petroleo_mbep,recursos__mundo_gigantes_eur_cum_mbep,geopolitica__cinc_share_usa,geopolitica__cinc_share_rus,geopolitica__cinc_share_chn,geopolitica__cinc_top1_iso,geopolitica__cinc_top1_share,geopolitica__cinc_top2_share,geopolitica__cinc_lead_ratio,geopolitica__cinc_hhi,geopolitica__cinc_con,geopolitica__chn_usa_cinc_ratio,geopolitica__n_poles_10pct,geopolitica__gdp_share_usa,geopolitica__gdp_share_chn,geopolitica__gdp_share_rus,geopolitica__chn_usa_gdp_ratio,geopolitica__cold_war,geopolitica__bipolar,geopolitica__n_states,geopolitica__share_democracies_row,geopolitica__mean_polyarchy,geopolitica__coups_world,geopolitica__coups_success_world,geopolitica__dem_transitions_world,geopolitica__dem_breakdowns_world,geopolitica__mid_onsets_world,geopolitica__states_in_interstate_conflict,geopolitica__states_sanctioned,geopolitica__n_major_powers,geopolitica__mean_oda_gni,clima__gmst_hadcrut5,clima__gmst_gistemp,clima__gmst_preind,clima__co2_ppm_mlo,clima__co2_ppm_icecore,clima__co2_ppm,clima__co2_mt,clima__co2_pc,clima__co2_per_gdp,clima__co2_incl_luc_mt,clima__co2_luc_mt,clima__co2_coal_mt,clima__co2_oil_mt,clima__co2_gas_mt,clima__co2_cement_mt,clima__co2_flaring_mt,clima__co2_cons_mt,clima__co2_cons_pc,clima__co2_trade_mt,clima__co2_trade_share,clima__co2_cum_mt,clima__co2_cum_incl_luc_mt,clima__co2_cum_luc_mt,clima__co2_share_world,clima__co2_cum_share_world,clima__ch4_mtco2e,clima__n2o_mtco2e,clima__ghg_mtco2e,clima__ghg_excl_lucf_mtco2e,clima__ghg_pc,clima__dT_from_ghg,clima__dT_from_co2,clima__dT_share_world,clima__primary_energy_twh,clima__coal_prod_twh,clima__oil_prod_twh,clima__gas_prod_twh,clima__fossil_cons_twh,clima__fossil_share_energy,clima__fossil_prod_twh,clima__world_dis_n_total,clima__world_dis_n_climate,clima__world_dis_n_flood,clima__world_dis_n_storm,clima__world_dis_n_drought,clima__world_dis_n_extreme_temp,clima__world_dis_n_wildfire,clima__world_dis_n_geo,clima__world_dis_deaths,clima__world_dis_deaths_climate,clima__world_dis_affected,clima__world_dis_damage_kusd,clima__world_dis_damage_climate_kusd,clima__ef_cons_pc_2025ed,clima__biocap_pc_2025ed,clima__overshoot_ratio,clima__lpi,clima__lpi_hi,clima__lpi_lo,clima__material_footprint_t_sum,clima__co2_gtc,clima__co2_cum_incl_luc_gtco2
1885,,,,,,,,,,,,,,,,,,,,,,,,0.8799999952316284,0.0352872500907798,24.9381856893848,91.5,94.06,82.9,72.84,94.9,,69.66,119.53,97.41,82.62,101.11,103.25,,,51.86,73.77,,108.78,53.14,55.95,87.02,,,149.86,,97.88,87.34,,139.1,87.51,91.97,88.64,81.92,95.28,112.7,,83.99,,119.88,122.76,97.77,91.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,8097.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4581,-0.335,-0.1007431372549019,,,288.805,1017.489,0.694,,4772.625,3755.136,994.473,18.956,3.715,0.345,,,,,,23557.576,130468.625,111484.055,100.0,100.0,1623.198,255.61,6648.329,1694.989,4.535,0.079,0.057,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.277698962882096,130.468625
1886,,,,,,,,,,,,,,,,,,,,,,,,0.7099999785423279,0.0352872500907295,20.1205811367221,85.0,87.88,93.79,73.26,90.11,,63.68,116.45,86.21,80.81,94.42,96.36,,,49.3,85.93,,82.09,58.96,64.4,90.04,,,106.66,,103.87,89.25,,138.56,92.67,107.79,75.93,81.87,77.89,126.68,,87.05,,101.5,122.44,95.92,91.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,8097.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4082,-0.3158,-0.0508431372549019,,288.12,288.12,1032.987,0.699,,4783.079,3750.092,1003.117,21.821,7.676,0.374,,,,,,24590.562,135251.703,115234.141,100.0,100.0,1636.286,257.19,6673.521,1713.864,4.519,0.082,0.06,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2819287663755458,135.25170300000002
1887,,,,,,,,,,,,,,,,,,,,,,,,0.6700000166893005,0.0352872500908099,18.98702831660413,75.67,84.21,77.81,85.59,94.23,,59.94,112.8,91.22,72.78,94.28,94.16,,,53.64,82.59,,104.88,59.62,72.8,93.55,,,93.94,,92.09,88.29,,132.16,88.28,193.66,75.11,92.55,70.63,113.92,,88.29,,100.4,108.87,138.36,93.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,906.395,906.395,9003.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4883,-0.3642,-0.1309431372549019,,294.34,294.34,1084.283,0.729,,4893.109,3808.826,1048.46,23.479,11.787,0.556,,,,,,25674.846,140144.797,119042.969,100.0,100.0,1654.795,258.773,6803.576,1773.959,4.573,0.085,0.062,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2959287663755458,140.14479699999998
1888,,,,,,,,,,,,,,,,,,,,,,,,0.8799999952316284,0.0352872500907798,24.9381856893848,81.98,73.35,86.79,99.88,84.89,,67.48,128.2,107.47,84.71,104.32,113.46,,,98.74,89.01,,98.12,63.98,76.05,99.57,,,110.91,,91.33,88.29,,127.52,88.28,171.06,81.7,113.86,70.63,131.01,,86.11,,110.79,113.08,104.1,92.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9003.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3726,-0.1783,-0.0152431372549019,,,293.34,1201.342,0.801,,5001.777,3800.435,1159.449,24.578,16.774,0.541,,,,,,26876.189,145146.594,122843.406,100.0,100.0,1679.947,260.432,6938.952,1906.466,4.629,0.088,0.064,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3278771834061135,145.14659400000002
1889,,,,,,,,,,,,,,,,,,,,,,,,0.9399999976158142,0.0352872500906906,26.638516608688708,84.74,70.2,97.44,79.12,86.87,,66.71,93.05,81.11,90.02,76.5,110.06,,,64.26,86.2,,113.66,66.13,62.49,105.12,,,136.0,,103.84,91.26,,135.05,84.05,204.28,89.89,86.22,82.96,173.68,,89.01,,135.99,114.76,89.89,106.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9003.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2504,-0.1092,0.106956862745098,,292.34,292.34,1202.098,0.796,,5037.133,3835.035,1160.885,28.404,12.227,0.582,,,,,,28078.285,150183.719,126678.445,100.0,100.0,1692.237,262.244,6988.416,1909.823,4.628,0.091,0.066,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3280835152838428,150.18371900000002
1890,,,,,,,,,,,,,,,,,,,,,,,,0.8700000047683716,0.0352872500907959,24.65479748435531,83.5,65.31,92.29,71.56,87.85,,59.17,140.82,94.17,91.04,114.76,116.43,,,68.81,88.85,,114.95,66.88,63.87,117.47,,,161.96,,92.29,92.29,,150.4,80.65,213.79,86.78,89.74,90.61,169.69,138.23,90.01,,110.39,114.56,110.2,101.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9003.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5003,-0.3575,-0.1429431372549019,,290.92,290.92,1307.255,0.86,,5423.613,4116.357,1260.254,34.648,11.688,0.665,,,,,,29385.541,155607.328,130794.797,100.0,100.0,1718.415,272.135,7410.932,2033.261,4.873,0.095,0.069,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3567835698689957,155.607328
1891,,,,,,,,,,,,,,,,,,,,,,,,0.6700000166893005,0.0352872500908099,18.98702831660413,87.9,62.47,82.9,79.72,87.85,,45.71,118.37,141.46,88.67,142.21,126.05,,,64.99,83.82,,97.26,66.88,61.84,106.24,,,159.65,,124.91,92.29,,136.16,75.94,201.16,71.63,89.11,87.26,113.13,129.18,88.75,,112.2,115.74,112.95,91.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9003.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3975,-0.2242,-0.0401431372549019,,,293.045,1369.598,0.894,,5575.736,4206.138,1319.138,40.829,8.947,0.684,,,,,,30755.139,161183.078,135000.938,100.0,100.0,1737.446,275.376,7585.248,2105.497,4.953,0.098,0.071,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3737985807860262,161.183078
1892,,,,,,,,,,,,,,,,,,,,,,,,0.5600000023841858,0.0352872500908463,15.869754683135575,83.5,62.47,82.9,92.44,87.85,,37.97,105.67,111.09,97.28,98.92,103.23,,,57.34,71.25,,132.63,62.81,63.19,98.14,,,124.17,,105.82,92.29,,119.64,74.21,190.4,66.12,82.11,80.54,101.22,110.46,85.72,,115.82,108.86,122.59,81.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9003.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5066,-0.2742,-0.149243137254902,,295.17,295.17,1380.536,0.895,,5562.223,4181.686,1331.829,40.204,7.775,0.728,,,,,,32135.676,166745.297,139182.625,100.0,100.0,1750.336,278.739,7588.023,2120.234,4.922,0.101,0.074,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3767838427947598,166.745297
1893,,,,,,,,,,,,,,,,,,,,,,,,0.6399999856948853,0.0352872500906633,18.13686201249846,83.35,63.19,85.44,120.94,86.17,,44.18,92.2,96.73,81.36,92.42,89.35,,,54.78,68.67,,93.01,63.53,55.33,87.32,,,116.49,,82.89,93.35,,101.27,82.45,214.77,62.7,93.35,82.32,102.38,118.41,88.23,,108.91,107.22,110.07,81.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,650.0,650.0,9653.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4949,-0.3125,-0.1375431372549019,,295.09,295.09,1363.18,0.878,,5582.068,4218.889,1312.683,42.544,7.288,0.665,,,,,,33498.855,172327.359,143401.516,100.0,100.0,1757.747,282.182,7618.795,2101.242,4.91,0.105,0.076,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.372046943231441,172.327359
1894,,,,,,,,,,,,,,,,,,,,,,,,0.8399999737739563,0.0339803149022443,24.720193917875573,85.98,66.07,90.98,96.96,85.4,,60.55,104.8,109.93,67.27,94.68,78.66,,,53.91,68.26,,106.6,66.42,48.87,78.84,,,94.88,,76.65,97.6,,92.63,75.71,219.05,61.18,72.7,86.95,85.01,116.5,90.65,,105.26,109.09,96.15,84.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2780.333,2780.333,12434.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4787,-0.3058,-0.1213431372549019,,293.49,293.49,1412.227,0.904,,5715.95,4303.722,1363.137,41.697,6.698,0.695,,,,,,34911.086,178043.312,147705.234,100.0,100.0,1777.388,285.662,7775.792,2160.927,4.978,0.108,0.079,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3854331331877729,178.043312
1895,,,,,,,,,,,,,,,,,,,,,,,,1.3600000143051147,0.0326733797136866,41.6240996867374,88.1,87.69,98.31,85.63,82.69,,100.44,80.59,102.23,75.68,81.24,85.98,,,59.37,78.11,,57.48,68.05,46.39,83.11,,,96.66,,73.97,100.0,,104.48,73.77,205.55,65.67,71.03,83.64,96.77,131.42,89.86,,94.12,112.24,101.49,94.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,12434.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4418,-0.2283,-0.0844431372549019,,,294.024,1495.964,0.951,,5786.031,4290.067,1439.659,48.536,7.042,0.726,,,,,,36407.047,183829.328,151995.297,100.0,100.0,1800.448,289.137,7872.411,2258.76,5.007,0.112,0.081,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4082871179039301,183.829328
1896,,,,,,,,,,,,,,,,,,,,,,,,1.1799999475479126,0.032673379713634,36.11502568421225,80.95,83.08,89.83,67.22,79.81,,87.18,72.73,67.65,83.78,73.65,94.35,,,64.9,83.56,,63.23,68.05,44.18,90.43,,,106.13,,85.0,100.0,,102.47,67.47,186.66,73.88,80.69,80.0,109.68,141.59,89.86,,98.04,111.31,82.09,98.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2400.0,2400.0,14834.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2786,-0.1158,0.078756862745098,,,294.558,1545.451,0.976,,5850.712,4305.261,1485.244,52.568,6.848,0.791,,,,,,37952.496,189680.062,156300.562,100.0,100.0,1817.2,292.564,7957.284,2316.076,5.028,0.116,0.084,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4217933951965065,189.680062
1897,,,,,,,,,,,,,,,,,,,,,,,,0.7900000214576721,0.0326733797136604,24.178705367519136,86.78,81.0,94.38,72.99,78.85,,58.93,85.32,67.59,94.4,86.09,122.82,,,68.5,92.87,,64.02,62.26,46.22,95.65,,,72.48,,96.01,101.24,,92.18,71.85,95.45,73.29,64.94,81.0,91.45,151.49,87.65,,87.35,110.45,111.82,89.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,14834.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2547,-0.1117,0.102656862745098,,,295.09200000000004,1618.405,1.016,,5993.856,4375.451,1554.677,55.527,7.288,0.914,,,,,,39570.902,195673.922,160676.0,100.0,100.0,1838.674,295.9,8125.195,2401.617,5.1,0.119,0.087,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4417044213973799,195.673922
1898,,,,,,,,,,,,,,,,,,,,,,,,0.9100000262260436,0.0326733797137093,27.851420153031167,86.78,87.23,89.23,77.17,77.88,,68.27,96.77,83.62,98.51,89.12,128.38,,,72.69,97.47,,64.02,59.74,53.67,106.06,,,74.45,,109.97,101.24,,94.21,96.86,76.98,60.44,60.75,84.68,94.71,136.23,92.37,,93.3,107.73,92.18,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,14834.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.474,-0.2758,-0.1166431372549019,,,295.62600000000003,1706.967,1.064,,6098.222,4391.255,1640.331,57.169,8.46,1.007,,,,,,41277.871,201772.141,165067.266,100.0,100.0,1861.349,299.103,8255.487,2504.003,5.147,0.123,0.09,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4658752729257642,201.772141
1899,,,,,,,,,,,,,,,,,,,,,,,,1.2899999618530271,0.0326733797136225,39.48168120836266,96.42,91.9,92.66,80.84,84.69,,96.85,96.52,88.9,98.51,100.03,102.28,,,103.45,113.1,,62.08,122.62,91.69,133.57,,,94.48,,101.24,101.24,,93.74,87.33,75.44,66.49,87.28,92.04,111.04,103.68,102.08,,97.27,104.08,107.29,109.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1675.814,1675.814,16509.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3443,-0.1767,0.013056862745098,,296.16,296.16,1864.424,1.154,,6291.44,4427.016,1792.204,60.026,10.904,1.29,,,,,,43142.293,208063.578,169494.281,100.0,100.0,1892.905,302.13,8483.32,2684.199,5.252,0.127,0.092,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5088493449781659,208.063578
1900,,,,,,,,,,,,,,,,,,,,,,,,1.190000057220459,0.0326733797136866,36.42108859408805,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,19.309,27.778,14.607,132.19004586841928,190.1690970082837,,,,,,,,,,,,6800.0,88000.0,495000.0,386.0,,749000.0,9290.0,3150000.0,5400.0,,479000.0,234.949,234.949,73.84,73.84,5349.888,5349.888,0.0,0.0,0.0,16509.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2302,-0.085,0.127156862745098,,294.22,294.22,1962.884,1.206,0.56,6423.621,4460.737,1882.645,67.303,11.542,1.395,,,,,,45105.176,214487.188,173955.016,100.0,100.0,1919.446,304.938,8644.852,2800.415,5.312,0.131,0.095,100.0,,5349.888,234.949,73.84,,,5658.677,7.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1267500.0,1267300.0,0.0,1098720.0,1098720.0,,,,,,,,0.535721615720524,214.487188
1901,,,,,,,,,,,,,,,,,,,,,,,,0.959999978542328,0.032673379713665,29.381716460168487,98.79,95.25,98.79,115.35,99.74,79.03,88.37,110.19,129.32,88.79,108.45,100.45,99.69,104.08,98.3,97.89,111.7,111.36,88.36,82.25,91.59,94.83,70.62,98.51,108.56,51.98,98.79,112.21,85.07,92.91,77.71,99.37,98.79,93.6,92.41,86.99,96.62,96.96,79.94,94.48,100.3,82.93,94.38,92.28,95.51,99.79,89.43,89.11,18.236,27.522,13.858,131.5918602973012,198.60008659258187,,,,,,,,,,,,6800.0,106000.0,526000.0,395.0,,,11400.0,3000000.0,5380.0,,510000.0,262.838,497.787,81.828,155.668,5446.595,10796.483,1.0,971.0,971.0,17480.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2872,-0.1542,0.070156862745098,,,294.915,2025.628,1.235,,6611.075,4585.447,1936.356,74.746,12.861,1.666,,,,,,47130.805,221098.266,178540.469,100.0,100.0,1940.271,307.869,8856.1,2874.197,5.4,0.135,0.098,100.0,,5446.595,262.838,81.828,,,5791.261,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200018.0,0.0,24.0,0.0,0.0,,,,,,,,0.5528460698689956,221.098266
1902,,,,,,,,,,,,,,,,,,,,,,,,0.800000011920929,0.0339803149021537,23.543042912478192,97.6,94.59,97.6,133.95,105.11,78.33,89.28,108.63,152.91,84.86,97.41,102.87,98.5,81.92,66.49,90.9,111.43,88.02,95.78,87.45,107.61,88.49,75.59,85.64,82.45,44.94,97.6,127.79,73.35,92.37,68.64,101.39,106.35,97.6,107.05,83.36,113.38,90.37,63.11,98.91,104.65,88.91,97.46,94.96,94.36,103.78,91.67,92.32,18.145,25.518,13.483,134.576874582808,189.2605503226285,,,,,,,,,,,,7900.0,136000.0,555000.0,451.0,,,12200.0,3120000.0,5060.0,,547000.0,285.389,783.176,89.816,245.484,5578.424,16374.907,0.0,0.0,0.0,17480.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4374,-0.2825,-0.0800431372549019,,295.61,295.61,2076.956,1.256,,6704.71,4627.754,1980.299,80.803,13.696,2.158,,,,,,49207.762,227802.969,183168.219,100.0,100.0,1957.994,311.228,8970.866,2933.611,5.427,0.139,0.101,100.0,,5578.424,285.389,89.816,,,5953.629,10.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,48438.0,600.0,142652.0,880384.0,0.0,,,,,,,,0.5668548034934499,227.802969
1903,,,,,,,,,,,,,,,,,,,,,,,,0.9399999976158142,0.0352872500906906,26.638516608688708,90.87,88.12,95.43,113.47,113.78,76.66,112.12,104.81,114.99,104.92,101.9,106.48,96.3,71.57,78.04,92.59,178.93,76.52,92.46,89.66,112.74,83.72,76.34,89.32,87.29,46.0,95.43,122.7,82.47,90.89,65.98,120.87,109.25,97.1,110.82,103.9,107.72,68.92,66.09,73.65,108.17,93.71,102.24,99.76,95.54,102.36,102.14,91.01,19.006,26.668,13.483,140.96269376251576,197.7898093896017,,,,,,,,,,,,8500.0,189000.0,596000.0,496.0,,,10200.0,3450000.0,5220.0,,574000.0,305.043,1088.219,97.803,343.28700000000003,6087.26,22462.167,0.0,0.0,0.0,17480.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5352,-0.3717,-0.1778431372549019,,,295.8,2264.592,1.358,,6927.692,4663.1,2161.955,85.56,14.528,2.548,,,,,,51472.352,234730.672,187831.312,100.0,100.0,1993.062,314.923,9232.675,3146.792,5.538,0.144,0.104,100.0,,6087.26,305.043,97.803,,,6490.106,12.0,5.0,2.0,2.0,1.0,0.0,0.0,7.0,7136.0,413.0,60023.0,16277328.0,16277328.0,,,,,,,,0.6180655021834062,234.730672
1904,,,,,,,,,,,,,,,,,,,,,,,,0.8600000143051147,0.0352872500908123,24.37140927932582,94.32,95.05,94.32,95.96,99.76,74.38,113.5,95.48,124.54,86.48,130.28,137.84,100.96,77.48,74.69,93.03,97.74,75.63,77.92,88.3,105.92,79.23,62.21,92.22,103.94,98.88,94.32,113.96,89.08,92.08,90.31,114.75,98.23,94.32,139.96,115.22,95.1,57.64,86.99,87.36,103.61,99.37,98.51,94.92,96.25,100.58,96.62,79.77,20.586,27.526,13.858,148.549574253139,198.62895078654927,,,,,,,,,,,,10000.0,133000.0,660000.0,526.0,95500000.0,,10500.0,3870000.0,5110.0,,629000.0,342.538,1430.757,105.791,449.078,6118.242,28580.409,0.0,0.0,0.0,17480.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5971,-0.4767,-0.2397431372549019,,295.99,295.99,2290.255,1.362,,7062.163,4771.908,2174.434,96.073,15.165,2.749,,,,,,53762.609,241792.828,192603.219,100.0,100.0,2008.754,318.858,9386.916,3178.697,5.584,0.148,0.108,100.0,,6118.242,342.538,105.791,,,6566.571000000001,4.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,152.0,0.0,3969.0,0.0,0.0,,,,,,,,0.625069596069869,241.792828
1905,,,,,,,,,,,,,,,,,,,,,,,,0.6200000047683716,0.0352872500907047,17.570085602439473,95.1,119.72,95.43,98.74,97.26,66.8,97.69,92.38,125.36,98.43,114.86,135.88,102.14,73.27,91.89,102.85,117.23,76.52,87.72,100.1,124.55,99.5,71.06,92.24,110.68,140.25,95.43,128.22,96.46,91.45,96.11,108.18,99.38,93.76,123.13,124.61,111.64,68.92,94.08,85.82,100.86,122.7,98.63,94.29,101.63,104.71,93.07,89.33,21.621,29.15,13.858,156.01818444219944,210.34781353730696,,,,,,,,,,,,13000.0,159000.0,713000.0,575.0,116000000.0,,15600.0,3850000.0,5360.0,93600.0,660000.0,336.898,1767.6550000000002,113.779,562.857,6596.002,35176.411,0.0,0.0,0.0,17480.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4059,-0.265,-0.0485431372549019,,299.02,299.02,2440.571,1.44,,7244.465,4803.895,2320.898,97.01,17.17,3.512,,,,,,56203.18,249037.297,197407.125,100.0,100.0,2034.716,322.94,9598.302,3345.558,5.661,0.152,0.111,100.0,,6596.002,336.898,113.779,,,7046.679,8.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,20987.0,240.0,22295.0,1654861.0,0.0,,,,,,,,0.6660947052401747,249.037297
